analytic_commander_id,commander_name,rank_hierarchical_trust_v2,score_hierarchical_trust_v2,tier,stability_category,known_outcome_count,engagement_count,battle_count,broad_page_contribution_share,battle_siege_page_contribution_share,siege_row_share,provisional_role_category,strict_eligibility,exclude_from_headline_ranking,weak_battle_siege_support,recommended_action,rationale
acmd_7e8136283983,Adolf Strauss,468,49.344545454545454,Unclassified,model_sensitive,6,6,6,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_423dcc754432,Friedrich Paulus,469,49.331940018744135,Unclassified,moderately_stable,5,8,5,0.422204,0.577796,0.0,genuine_field_commander,eligible_field_commander,False,False,add_high_level_page_caveat,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_cfddd2257727,Charles XIII,470,49.32224929709465,Unclassified,model_sensitive,5,10,6,0.099387,0.900613,0.1,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_37091a6f2571,Gamō Ujisato,471,49.31999999999999,"Tier D, strong but narrow-category performer",model_sensitive,6,7,6,0.039153,0.960847,0.714286,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_6f46646f1c8b,Hayreddin Barbarossa,472,49.25000937207123,"Tier D, strong but narrow-category performer",model_sensitive,3,5,5,0.0,1.0,0.4,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_89bb321c5387,Raimondo Montecuccoli,473,49.24296157450796,Unclassified,model_sensitive,4,6,5,0.0,1.0,0.166667,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_da290ec240a1,Juan del Águila,474,49.21,"Tier D, strong but narrow-category performer",model_sensitive,6,6,6,0.0,1.0,0.666667,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_229ad8c947a7,Gabriel Jean Joseph Molitor,475,49.17688847235238,"Tier D, strong but narrow-category performer",moderately_stable,5,5,5,0.0,1.0,0.4,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_d24f0c9249ec,Michael von Melas,476,49.17636363636363,Unclassified,model_sensitive,7,7,7,0.0,1.0,0.142857,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_2ba81d88c128,Afonso de Albuquerque,477,49.1213870665417,Unclassified,model_sensitive,4,8,4,0.0,1.0,0.125,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_bf31cdda91cc,Antiochus III the Great,478,49.09818181818182,Unclassified,model_sensitive,6,7,7,0.0,1.0,0.142857,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_5b81d54dfec3,Hitoshi Imamura,479,49.07966260543581,Unclassified,model_sensitive,9,9,6,0.130009,0.869991,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_02e9d87620c5,Jacques François Dugommier,480,49.06148078725398,Unclassified,moderately_stable,5,6,5,0.03449,0.96551,0.333333,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_d32e09c62b30,Paul Kray,481,49.05154639175258,Unclassified,model_sensitive,11,12,12,0.0,1.0,0.083333,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_90389e35d560,Quintus Fabius Maximus Rullianus,482,49.03417057169635,Unclassified,model_sensitive,4,5,5,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_fd29282149b1,Pyrrhus of Epirus,483,49.034170571696336,Unclassified,model_sensitive,4,9,7,0.119562,0.880438,0.333333,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_f2fce2c21dd3,Akbar,484,48.97602624179943,"Tier D, strong but narrow-category performer",moderately_stable,3,6,6,0.0,1.0,0.5,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_c976c18da869,Alexander Tormasov,485,48.96344892221181,Unclassified,model_sensitive,8,8,8,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_ae439e8b7c1d,Maarten Tromp,486,48.93990627928772,Unclassified,model_sensitive,5,8,6,0.009814,0.990186,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_c2525ed86013,Helmuth von Moltke the Elder,487,48.9381443298969,Unclassified,moderately_stable,3,7,5,0.0,1.0,0.142857,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_8f8765618d71,William II of the Netherlands,488,48.85004686035614,Unclassified,moderately_stable,4,6,6,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_3305ca5c6c3c,Stephen the Great,489,48.831546391752575,Unclassified,moderately_stable,3,7,7,0.0,1.0,0.142857,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_44e3aa2ac07c,Nathanael Greene,490,48.80412371134021,Unclassified,model_sensitive,9,11,10,0.0,1.0,0.090909,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_19bcba17b18f,Jukums Vācietis,491,48.73640112464855,"Tier E, historically important but scoring-sensitive",model_sensitive,6,9,3,0.275737,0.724263,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_fa7665e8e2ca,Narses,492,48.6853045923149,"Tier D, strong but narrow-category performer",moderately_stable,5,5,5,0.0,1.0,0.4,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_71af7bd0be1c,Constantine the Great,493,48.64742268041237,"Tier D, strong but narrow-category performer",model_sensitive,5,7,7,0.0,1.0,0.285714,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_444a9384c1d7,Hulegu Khan,494,48.61482661668228,"Tier D, strong but narrow-category performer",model_sensitive,4,6,4,0.08046,0.91954,0.666667,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_634fa123b761,Witte de With,495,48.612183692596055,Unclassified,model_sensitive,4,6,5,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_1741f8e650e2,Josip Broz Tito,496,48.58575445173383,Unclassified,model_sensitive,4,8,2,0.276743,0.723257,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_5d6bf31a1997,Henry IV of France,497,48.555763823805066,"Tier D, strong but narrow-category performer",model_sensitive,6,9,9,0.0,1.0,0.555556,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_b57f51f3c45a,"William Louis, Count of Nassau-Dillenburg",498,48.53636363636363,"Tier D, strong but narrow-category performer",model_sensitive,7,7,7,0.0,1.0,0.857143,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_8db7c87210fe,Manuel I Komnenos,499,48.52672914714152,Unclassified,model_sensitive,4,5,5,0.0,1.0,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_56a9790060d9,Jassa Singh Ramgarhia,500,48.50646672914714,Unclassified,model_sensitive,5,6,6,0.0,1.0,0.333333,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_ca962c912141,Allen H. Turnage,501,48.379090909090905,"Tier D, strong but narrow-category performer",model_sensitive,6,6,6,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_036bc7412c54,Anthony Wayne,502,48.29803186504216,Unclassified,model_sensitive,8,8,7,0.028368,0.971632,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_96837752d5e2,Takeda Katsuyori,503,48.23336457357075,"Tier D, strong but narrow-category performer",model_sensitive,5,7,7,0.0,1.0,0.571429,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_d61f2339cf4b,Honoré Charles Reille,504,48.224545454545456,Unclassified,model_sensitive,7,7,7,0.0,1.0,0.285714,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_6560617d667e,Abu Bakr al-Baghdadi,505,48.21662605435801,"Tier E, historically important but scoring-sensitive",model_sensitive,8,26,6,0.630683,0.369317,0.038462,genuine_field_commander,eligible_field_commander,False,False,add_high_level_page_caveat,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_677f6e74e06b,Maximilian Ulysses Browne,506,48.11152764761013,Unclassified,model_sensitive,7,9,8,0.016629,0.983371,0.222222,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_5d1ce5e333aa,Antigonus I Monophthalmus,507,48.09064667291471,Unclassified,moderately_stable,5,9,8,0.0,1.0,0.111111,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_11c4f56e76b6,Friedrich Wilhelm von Buxhoeveden,508,48.054526710403,Unclassified,model_sensitive,5,5,3,0.151685,0.848315,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_9ec8c1bb261d,Vasily Chuikov,509,48.043955014058106,Unclassified,model_sensitive,5,7,7,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_35009a64727c,Charles VII of France,510,47.98404873477038,"Tier D, strong but narrow-category performer",model_sensitive,4,5,4,0.0,1.0,0.8,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_618ee3c4c03e,Trần Văn Trà,511,47.931396438612936,Unclassified,model_sensitive,6,12,3,0.663827,0.336173,0.0,high_level_mixed_case,ambiguous_requires_review,False,True,add_high_level_page_caveat,Broad-page share is high enough to require caveat or additional role verification.
acmd_97679800d3af,Tughril I,512,47.838181818181816,Unclassified,moderately_stable,6,6,6,0.0,1.0,0.166667,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_432fdd2c3a4f,Attila the Hun,513,47.82635426429241,Unclassified,model_sensitive,4,5,5,0.0,1.0,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_585b91047889,"Prince Emanuele Filiberto, Duke of Aosta",514,47.81349578256795,Unclassified,model_sensitive,7,8,8,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_cc2f6b17be4b,Władysław II Jagiełło,515,47.80873477038425,Unclassified,model_sensitive,4,6,4,0.062322,0.937678,0.166667,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_dbedbc1f95b2,Georg-Hans Reinhardt,516,47.7825679475164,Unclassified,model_sensitive,10,10,3,0.722784,0.277216,0.0,high_level_operational_case,eligible_operational_commander,False,True,add_high_level_page_caveat,Mostly high-level operational evidence; keep only as caveated sensitivity until event-level support improves.
acmd_cf1a3897c47f,"Henry of Grosmont, Duke of Lancaster",517,47.62989690721648,Unclassified,model_sensitive,5,5,4,0.086268,0.913732,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_382ce44ba251,Khosrow I,518,47.60611059044048,"Tier D, strong but narrow-category performer",model_sensitive,5,6,5,0.00745,0.99255,0.5,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_6eda372852c3,Count Claude Florimond de Mercy,519,47.53636363636363,Unclassified,model_sensitive,6,8,6,0.0,1.0,0.25,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_0d519b5bdd62,Louis Botha,520,47.5171321462043,Unclassified,model_sensitive,5,10,8,0.023674,0.976326,0.1,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_a42179c68fd0,Paul Hausser,521,47.43727272727272,Unclassified,model_sensitive,7,8,4,0.494248,0.505752,0.0,high_level_mixed_case,ambiguous_requires_review,False,False,add_high_level_page_caveat,Broad-page share is high enough to require caveat or additional role verification.
acmd_493ac563b10a,Friedrich Graf Kleist von Nollendorf,522,47.42830365510778,Unclassified,model_sensitive,8,8,8,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_eb9f4c13d5f8,Toyotomi Hidenaga,523,47.4122961574508,Unclassified,model_sensitive,5,6,6,0.0,1.0,0.166667,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_c20a0fb9c9f2,Theodoros Kolokotronis,524,47.32155576382381,"Tier D, strong but narrow-category performer",model_sensitive,4,5,5,0.0,1.0,0.4,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_56a4edce1314,Manuel Belgrano,525,47.25107778819119,"Tier D, strong but narrow-category performer",model_sensitive,4,7,7,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_6521a9c4a41d,Adam Ludwig Lewenhaupt,526,47.21671977507029,Unclassified,model_sensitive,5,5,4,0.029428,0.970572,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_d05cc84de8c6,Kuroda Kiyotaka,527,47.21671977507028,Unclassified,model_sensitive,3,6,4,0.095647,0.904353,0.166667,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_1bc5c8f0d9ff,Joseph Radetzky von Radetz,528,47.156813495782565,Unclassified,model_sensitive,5,5,5,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_f3ff20df4d7d,Pietro Badoglio,529,47.15064667291472,"Tier E, historically important but scoring-sensitive",model_sensitive,3,6,2,0.08046,0.91954,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_554ac1af886b,Joseph E. Johnston,530,47.04779756326148,Unclassified,model_sensitive,8,13,13,0.0,1.0,0.076923,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_b4425086fe90,Lopo Soares de Albergaria,531,47.04581068416119,Unclassified,model_sensitive,4,6,3,0.037433,0.962567,0.166667,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_4425350f04d3,Basil Aubrey Coad,532,47.018181818181816,Unclassified,model_sensitive,7,7,7,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_cf6122b362b4,Joseph Joffre,533,47.01405810684162,Unclassified,model_sensitive,13,16,16,0.0,1.0,0.0625,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_a38babf3f04c,Valerian Frolov,534,46.88982193064668,"Tier E, historically important but scoring-sensitive",model_sensitive,5,6,1,0.66969,0.330309,0.0,high_level_mixed_case,ambiguous_requires_review,False,True,add_high_level_page_caveat,Broad-page share is high enough to require caveat or additional role verification.
acmd_c7a31f113762,Fidel Dávila Arrondo,535,46.8863542642924,Unclassified,model_sensitive,5,5,4,0.050633,0.949367,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_481166d2fbbe,"Albert, King of Saxony",536,46.87578256794751,Unclassified,moderately_stable,4,6,5,0.0,1.0,0.166667,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_8e295f50b067,Hori Hidemasa,537,46.82468603561387,"Tier D, strong but narrow-category performer",model_sensitive,5,7,7,0.0,1.0,0.428571,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_c945cb3a07c6,Jan Žižka,538,46.80706654170572,Unclassified,model_sensitive,4,7,7,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_fedc284c61e7,"Wilhelm, German Crown Prince",539,46.72258669165885,Unclassified,model_sensitive,7,9,8,0.139853,0.860147,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_16316456e4d7,Albert I of Belgium,540,46.64,Unclassified,model_sensitive,7,9,7,0.093575,0.906425,0.111111,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_06191c906f88,Yuan Shikai,541,46.59563261480787,"Tier E, historically important but scoring-sensitive",model_sensitive,4,7,2,0.466477,0.533523,0.0,high_level_mixed_case,ambiguous_requires_review,False,False,add_high_level_page_caveat,Broad-page share is high enough to require caveat or additional role verification.
acmd_38e7ba63ffe8,Bon-Adrien Jeannot de Moncey,542,46.56567947516401,Unclassified,model_sensitive,5,7,5,0.032581,0.967419,0.142857,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_f4a64b6b84d5,James II of England,543,46.50577319587629,Unclassified,model_sensitive,3,9,5,0.0,1.0,0.111111,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_ac6e7f97e5b4,Cristóbal de Mondragón,544,46.50181818181818,"Tier D, strong but narrow-category performer",moderately_stable,6,6,6,0.0,1.0,0.666667,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_b5b938480ad5,Tomoyuki Yamashita,545,46.485473289597,Unclassified,model_sensitive,11,11,10,0.011279,0.988721,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_d33007d3c9e7,Oleksandr Syrskyi,546,46.313720712277416,Unclassified,model_sensitive,4,8,5,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_e1effb3a0e22,Pedro de Valdivia,547,46.307553889409554,Unclassified,model_sensitive,3,7,6,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_d024de59c33e,Halil Kut,548,46.271818181818176,Unclassified,model_sensitive,7,8,7,0.13683,0.86317,0.125,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_d716337de812,Georg von Frundsberg,549,46.2203373945642,Unclassified,model_sensitive,3,5,3,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_ad73ca384182,Emilio Aguinaldo,550,46.14016869728209,Unclassified,model_sensitive,3,9,8,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_26f3817a1fb2,Samuel of Bulgaria,551,46.123711340206185,Unclassified,model_sensitive,7,8,8,0.0,1.0,0.125,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_887a1f307ed3,Claude Lecourbe,552,46.10636363636363,Unclassified,model_sensitive,6,7,7,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_ba5c9f3f5a3a,"Charles, Duke of Brittany",553,46.035613870665415,Unclassified,model_sensitive,6,10,8,0.0,1.0,0.3,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_deb1cd2769c8,Henry II of Castile,554,46.01507029053421,Unclassified,model_sensitive,3,7,5,0.0,1.0,0.285714,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_d9bf9e696f5e,"Arthur III, Duke of Brittany",555,46.01066541705717,"Tier D, strong but narrow-category performer",moderately_stable,5,6,6,0.0,1.0,0.666667,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_1476f350edde,Charles Martel,556,45.9912839737582,Unclassified,moderately_stable,4,6,6,0.0,1.0,0.166667,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_7307f03221fa,Ali Abdullah Saleh,557,45.9111152764761,Unclassified,model_sensitive,4,7,4,0.051239,0.948761,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_4a15c102ad5d,Antoine Charles Louis de Lasalle,558,45.90272727272727,Unclassified,model_sensitive,6,6,6,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_cc495e50c08f,Đỗ Cao Trí,559,45.87497656982193,"Tier E, historically important but scoring-sensitive",model_sensitive,4,8,0,1.0,0.0,0.0,genuine_military_commander_operational,eligible_operational_commander,False,True,role_review_before_headline_use,"Military commander profile, but current support is entirely high-level; keep as operational sensitivity with caveat."
acmd_6931be006e56,Abu Ibrahim al-Hashimi al-Qurashi,560,45.80011246485473,"Tier E, historically important but scoring-sensitive",model_sensitive,5,14,4,0.077751,0.922249,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_bb06e7c534e2,Demetrius I Poliorcetes,561,45.79746954076851,"Tier D, strong but narrow-category performer",model_sensitive,5,11,10,0.0,1.0,0.363636,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_d6cece94eee1,Pablo Morillo,562,45.74901593252109,Unclassified,moderately_stable,4,5,5,0.0,1.0,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_34cc8d93da67,Jacques Lauriston,563,45.74725398313028,"Tier D, strong but narrow-category performer",moderately_stable,5,5,5,0.0,1.0,0.4,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_da205fc370e8,Louis XIII,564,45.6811808809747,"Tier D, strong but narrow-category performer",model_sensitive,5,13,11,0.0,1.0,0.615385,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_bef85bd3a67d,Raymond A. Spruance,565,45.581630740393614,Unclassified,model_sensitive,5,5,4,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_f763c8d64429,Hattori Hanzō,566,45.55079662605436,"Tier D, strong but narrow-category performer",moderately_stable,5,5,5,0.0,1.0,0.6,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_deced2de42b5,Wilhelm I,567,45.53934395501405,Unclassified,model_sensitive,3,6,4,0.0,1.0,0.166667,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_224c25db1736,Otto von Below,568,45.52764761012184,Unclassified,model_sensitive,8,11,9,0.118,0.882,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_bcd1bf2de68c,Zhang,569,45.45917525773196,Unclassified,model_sensitive,5,7,7,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_958e5cbb216f,Svetozar Boroević,570,45.43298969072165,Unclassified,model_sensitive,9,18,17,0.0,1.0,0.055556,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_2846ae878988,Semyon Timoshenko,571,45.41072164948453,Unclassified,model_sensitive,5,14,9,0.422962,0.577038,0.0,genuine_field_commander,eligible_field_commander,False,False,add_high_level_page_caveat,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_83d579215414,Aleksei Brusilov,572,45.31645735707591,Unclassified,model_sensitive,3,8,5,0.257284,0.742716,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_edc56db992a5,Barthélemy Louis Joseph Schérer,573,45.29454545454546,Unclassified,model_sensitive,7,7,6,0.027805,0.972195,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_74e255a5a7fa,Nicolas Catinat,574,45.259194001874405,Unclassified,model_sensitive,5,6,5,0.0,1.0,0.333333,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
