analytic_commander_id,display_name,canonical_wikipedia_url,battle_id,battle_name,wikipedia_title,side,belligerent,old_outcome_category,new_outcome_category,page_result_raw,page_result_type,override_justification,override_evidence_basis,override_source
acmd_79ccf7b3847c,Kuki Yoshitaka,https://en.wikipedia.org/wiki/Kuki_Yoshitaka,battle_13799795,Battle of Komaki and Nagakute,Battle of Komaki and Nagakute,side_a,Forces of Hashiba Hideyoshi,unknown,indecisive,inconclusive Peace negotiations between Hideyoshi and Ieyasu.,unknown,Retained page result is explicitly inconclusive.,page_result_raw=inconclusive Peace negotiations between Hideyoshi and Ieyasu.,full_population_auto
acmd_2082d8558a5e,Kuroda Nagamasa,https://en.wikipedia.org/wiki/Kuroda_Nagamasa,battle_5756475,Siege of Ulsan,Siege of Ulsan,side_b,Japanese army,unknown,victory,Japanese Victory Withdrawal of Korean and Ming Forces,victory,Retained page result begins with `japanese` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Japanese Victory Withdrawal of Korean and Ming Forces,full_population_auto
acmd_4484c9e6f238,Kuroda Yoshitaka,https://en.wikipedia.org/wiki/Kuroda_Yoshitaka,battle_13799795,Battle of Komaki and Nagakute,Battle of Komaki and Nagakute,side_a,Forces of Hashiba Hideyoshi,unknown,indecisive,inconclusive Peace negotiations between Hideyoshi and Ieyasu.,unknown,Retained page result is explicitly inconclusive.,page_result_raw=inconclusive Peace negotiations between Hideyoshi and Ieyasu.,top200_full_audit_auto
acmd_930471025da5,Kurt von Tippelskirch,https://en.wikipedia.org/wiki/Kurt_von_Tippelskirch,battle_15981023,Minsk offensive,Minsk offensive,side_a,Nazi Germany,unknown,defeat,Soviet Victory,victory,Retained page result begins with `soviet` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Soviet Victory,full_population_auto
acmd_930471025da5,Kurt von Tippelskirch,https://en.wikipedia.org/wiki/Kurt_von_Tippelskirch,battle_15980990,Mogilev offensive,Mogilev offensive,side_a,Nazi Germany,unknown,defeat,Soviet victory,victory,Retained page result begins with `soviet` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Soviet victory,full_population_auto
acmd_effd115309df,Kwŏn Yul,https://en.wikipedia.org/wiki/Kw%C5%8Fn_Yul_(general),battle_5756475,Siege of Ulsan,Siege of Ulsan,side_a,Joseon and Ming dynasty,unknown,defeat,Japanese Victory Withdrawal of Korean and Ming Forces,victory,Retained page result begins with `japanese` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Japanese Victory Withdrawal of Korean and Ming Forces,full_population_auto
acmd_b77a53b8c4df,Kōriki Kiyonaga,https://en.wikipedia.org/wiki/K%C5%8Driki_Kiyonaga,battle_13799795,Battle of Komaki and Nagakute,Battle of Komaki and Nagakute,side_b,Forces of Tokugawa Ieyasu and Oda Nobukatsu,unknown,indecisive,inconclusive Peace negotiations between Hideyoshi and Ieyasu.,unknown,Retained page result is explicitly inconclusive.,page_result_raw=inconclusive Peace negotiations between Hideyoshi and Ieyasu.,full_population_auto
acmd_f857d6209f00,Lekë Dukagjini,https://en.wikipedia.org/wiki/Lek%C3%AB_Dukagjini,battle_22755271,Battle of Otonetë,Battle of Otonetë,side_a,Albania_Flag.png League of Lezhë,unknown,victory,Albanian victory,victory,Retained page result begins with `albanian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Albanian victory,full_population_auto
acmd_c4b3fd72f7df,Leon Trotsky,https://en.wikipedia.org/wiki/Leon_Trotsky,battle_1647415,Allied intervention in the Russian Civil War,Allied intervention in the Russian Civil War,side_b,Bolsheviks:Soviet Russia Far Eastern Republic (1920–1922) Latvian Socialist Soviet Republic (1918–1920) Ukrainian SSR (1922–1925),unknown,victory,Bolshevik victory,victory,Retained page result begins with `bolshevik` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Bolshevik victory,full_population_auto
acmd_d22e899981e0,Levin August von Bennigsen,https://en.wikipedia.org/wiki/Levin_August_von_Bennigsen,battle_1239802,Battle of Heilsberg,Battle of Heilsberg,side_b,Russia Russian Empire Prussia Kingdom of Prussia,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_d22e899981e0,Levin August von Bennigsen,https://en.wikipedia.org/wiki/Levin_August_von_Bennigsen,battle_21905302,Battle of Ostrołęka (1807),Battle of Ostrołęka (1807),side_b,Russia Russian Empire,unknown,defeat,French victoryBodart 1908,unknown,Retained page result begins with `french` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=French victoryBodart 1908,full_population_auto
acmd_891f8982bb7b,Lionel Dunsterville,https://en.wikipedia.org/wiki/Lionel_Dunsterville,battle_1647415,Allied intervention in the Russian Civil War,Allied intervention in the Russian Civil War,side_a,Allied Powers:Russian Empire White movement First Czechoslovak Republic Czechoslovak Legion (1918–1919) United Kingdom of Great Britain and Ireland (1918–1920) Canada (1918–1919) Australia (1918–1919) British Raj Union of South Africa Empire of Japan United States (1918–1920) French Third Republic (1918–1920) Second Polish Republic Kingdom of Greece Estonia Kingdom of Romania Kingdom of Serbia Kingdom of Italy Ukrainian People's Republic (1918–1921),unknown,defeat,Bolshevik victory,victory,Retained page result begins with `bolshevik` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Bolshevik victory,full_population_auto
acmd_1801a77f8f17,Looking Glass,https://en.wikipedia.org/wiki/Looking_Glass_(Native_American_leader),battle_1522450,Battle of the Big Hole,Battle of the Big Hole,side_b,Nez Perce,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_d7271bd54081,Louis Franchet d'Espèrey,https://en.wikipedia.org/wiki/Louis_Franchet_d%27Esp%C3%A8rey,battle_2791272,Second Battle of the Aisne,Second Battle of the Aisne,side_a,French Third Republic Russian Republic,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_9b4ea96e8bda,"Louis Joseph, Duke of Vendôme",https://en.wikipedia.org/wiki/Louis_Joseph%2C_Duke_of_Vend%C3%B4me,battle_3942643,Battle of Luzzara,Battle of Luzzara,side_b,Kingdom of France Savoy,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_bdc7904f773c,Louis Marie de Lescure,https://en.wikipedia.org/wiki/Louis_Marie_de_Lescure,battle_16069942,Battle of Thouars,Battle of Thouars,side_a,Kingdom of France Vendean Royalists,unknown,victory,Royalist victory,victory,Retained page result begins with `royalist` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Royalist victory,full_population_auto
acmd_bdc7904f773c,Louis Marie de Lescure,https://en.wikipedia.org/wiki/Louis_Marie_de_Lescure,battle_47398643,Second Battle of Châtillon,Second Battle of Châtillon,side_a,Kingdom of France French Royalists,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_da205fc370e8,Louis XIII,https://en.wikipedia.org/wiki/Louis_XIII,battle_22752090,Naval battle of Saint-Martin-de-Ré,Naval battle of Saint-Martin-de-Ré,side_a,Kingdom of France,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_36041001b0b5,Louis XIV,https://en.wikipedia.org/wiki/Louis_XIV,battle_975053,War of the Reunions,War of the Reunions,side_a,Kingdom of France France,unknown,indecisive,Truce of Ratisbon,unknown,Retained page result is explicitly a truce.,page_result_raw=Truce of Ratisbon,top200_full_audit_auto
acmd_e07beaf4ee37,"Louis, Grand Condé",https://en.wikipedia.org/wiki/Louis%2C_Grand_Cond%C3%A9,battle_888675,Battle of Bléneau,Battle of Bléneau,side_b,23px Condé rebels,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,top200_full_audit_auto
acmd_e07beaf4ee37,"Louis, Grand Condé",https://en.wikipedia.org/wiki/Louis%2C_Grand_Cond%C3%A9,battle_496593,Battle of Freiburg,Battle of Freiburg,side_a,Kingdom of France Kingdom of France,unknown,indecisive,InconclusiveSchaufler 1979Schott 1978Thion 2008Wilson 2009,unknown,Retained page result is explicitly inconclusive.,page_result_raw=InconclusiveSchaufler 1979Schott 1978Thion 2008Wilson 2009,top200_full_audit_auto
acmd_680356dbc48c,Louis-Gabriel Suchet,https://en.wikipedia.org/wiki/Louis-Gabriel_Suchet,battle_21905302,Battle of Ostrołęka (1807),Battle of Ostrołęka (1807),side_a,France French Empire,unknown,victory,French victoryBodart 1908,unknown,Retained page result begins with `french` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=French victoryBodart 1908,top200_full_audit_auto
acmd_3e03fcdcfb54,Luigi Cadorna,https://en.wikipedia.org/wiki/Luigi_Cadorna,battle_4211499,First Battle of the Isonzo,First Battle of the Isonzo,side_a,Kingdom of Italy,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_3fabde00792e,Lê Duẩn,https://en.wikipedia.org/wiki/L%C3%AA_Du%E1%BA%A9n,battle_537565,Sino-Vietnamese War,Sino-Vietnamese War,side_b,Vietnam,unknown,stalemate,"Status quo ante bellum, both sides claim victory",victory,Retained page result is explicitly status quo ante bellum.,"page_result_raw=Status quo ante bellum, both sides claim victory",full_population_auto
acmd_1da7701a9822,Lê Trọng Tấn,https://en.wikipedia.org/wiki/L%C3%AA_Tr%E1%BB%8Dng_T%E1%BA%A5n,battle_3768488,Operation Junction City,Operation Junction City,side_b,FNL Flag.svg Viet Cong Vietnam North Vietnam,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_156733eee183,Ma Zhongying,https://en.wikipedia.org/wiki/Ma_Zhongying,battle_27747302,Battle of Tutung,Battle of Tutung,side_a,Republic of China China,unknown,indecisive,Inconclusive Chinese withdrawal,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive Chinese withdrawal,full_population_auto
acmd_ae439e8b7c1d,Maarten Tromp,https://en.wikipedia.org/wiki/Maarten_Tromp,battle_187530,Battle of Dover (1652),Battle of Dover (1652),side_a,Dutch Republic,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_ae439e8b7c1d,Maarten Tromp,https://en.wikipedia.org/wiki/Maarten_Tromp,battle_2635744,Three Hundred and Thirty Five Years' War,Three Hundred and Thirty Five Years' War,side_b,1651 to 1795 Dutch Republic1795 to 1806 Bataafse Republiek nationale vlag.svg Batavian Republic1806 to 1810 Netherlands Kingdom of Holland1813 to 1815 Sovereign Principality of the United Netherlands1815 to 1986 Netherlands,unknown,stalemate,Status quo ante bellum,unknown,Retained page result is explicitly status quo ante bellum.,page_result_raw=Status quo ante bellum,full_population_auto
acmd_909d92cf788e,Maeda Toshiie,https://en.wikipedia.org/wiki/Maeda_Toshiie,battle_13799795,Battle of Komaki and Nagakute,Battle of Komaki and Nagakute,side_a,Forces of Hashiba Hideyoshi,unknown,indecisive,inconclusive Peace negotiations between Hideyoshi and Ieyasu.,unknown,Retained page result is explicitly inconclusive.,page_result_raw=inconclusive Peace negotiations between Hideyoshi and Ieyasu.,top200_full_audit_auto
acmd_58cabe993044,Magnus Gustav von Essen,https://en.wikipedia.org/wiki/Magnus_Gustav_von_Essen,battle_21905302,Battle of Ostrołęka (1807),Battle of Ostrołęka (1807),side_b,Russia Russian Empire,unknown,defeat,French victoryBodart 1908,unknown,Retained page result begins with `french` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=French victoryBodart 1908,full_population_auto
acmd_c86c1a2a8521,Mago Barca,https://en.wikipedia.org/wiki/Mago_Barca,battle_3110207,Battle of the Upper Baetis,Battle of the Upper Baetis,side_a,Carthage,unknown,victory,Carthaginian victory,victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory,full_population_auto
acmd_d53c51d2e48c,Maharaja Ranjit Singh,https://en.wikipedia.org/wiki/Ranjit_Singh,battle_31316351,Capture of Peshawar (1834),Capture of Peshawar (1834),side_a,Sikh Empire flag.svg Sikh Empire,unknown,victory,Sikh victory Capture of Peshawar by the sikhs,victory,Retained page result begins with `sikh` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Sikh victory Capture of Peshawar by the sikhs,top200_full_audit_auto
acmd_cf14a194e3dc,Mahmud Pasha Angelović,https://en.wikipedia.org/wiki/Mahmud_Pasha_Angelovi%C4%87,battle_73740118,Siege of Smederevo (1459),Siege of Smederevo (1459),side_a,Ottoman red flag.svg Ottoman Empire,unknown,victory,Ottoman victory Fall of Serbian Despotate,victory,Retained page result begins with `ottoman` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Ottoman victory Fall of Serbian Despotate,top200_full_audit_auto
acmd_0b6426d117e5,Mao Zedong,https://en.wikipedia.org/wiki/Mao_Zedong,battle_16772,Korean War,Korean War,side_b,North Korea * China * Soviet Union,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,top200_full_audit_auto
acmd_9df58590694b,Marc Mitscher,https://en.wikipedia.org/wiki/Marc_Mitscher,battle_66760254,Operation SO and SE,Operation SO and SE,side_a,United States,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,top200_full_audit_auto
acmd_fd27739305a9,Marcin Kalinowski,https://en.wikipedia.org/wiki/Marcin_Kalinowski,battle_13782322,Battle of Bila Tserkva (1651),Battle of Bila Tserkva (1651),side_a,25pxPolish–Lithuanian Commonwealth,unknown,indecisive,Inconclusive Treaty of Bila Tserkva,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive Treaty of Bila Tserkva,full_population_auto
acmd_45cd95fcb06a,Mark W. Clark,https://en.wikipedia.org/wiki/Mark_W._Clark,battle_522777,Gothic Line,Gothic Line,side_a,United Kingdom British Raj United States Canada Canada Poland Poland Kingdom of Italy Dominion of New Zealand Union of South Africa Vargas Era Brazil Kingdom of Greece Greece,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_45cd95fcb06a,Mark W. Clark,https://en.wikipedia.org/wiki/Mark_W._Clark,battle_16772,Korean War,Korean War,side_a,First Republic of KoreaOn 9 July 1951 troop constituents were: US: 70.4%; ROK: 23.3%; other: 6.3%. United Nations United NationsUnited States ... see other countries,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_2bbb0012e244,Matome Ugaki,https://en.wikipedia.org/wiki/Matome_Ugaki,battle_5731062,Operation Tan No. 2,Operation Tan No. 2,side_b,Empire of Japan,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_6b0e01e0ec07,Matsudaira Ietada,https://en.wikipedia.org/wiki/Matsudaira_Ietada_(Fuk%C5%8Dzu),battle_13799795,Battle of Komaki and Nagakute,Battle of Komaki and Nagakute,side_b,Forces of Tokugawa Ieyasu and Oda Nobukatsu,unknown,indecisive,inconclusive Peace negotiations between Hideyoshi and Ieyasu.,unknown,Retained page result is explicitly inconclusive.,page_result_raw=inconclusive Peace negotiations between Hideyoshi and Ieyasu.,full_population_auto
acmd_c5eabdc2f47c,Matthew Ridgway,https://en.wikipedia.org/wiki/Matthew_Ridgway,battle_16772,Korean War,Korean War,side_a,First Republic of KoreaOn 9 July 1951 troop constituents were: US: 70.4%; ROK: 23.3%; other: 6.3%. United Nations United NationsUnited States ... see other countries,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_84ea3ca2f453,Max Hoffmann,https://en.wikipedia.org/wiki/Max_Hoffmann,battle_1368339,Soviet westward offensive of 1918–1919,Soviet westward offensive of 1918–1919,side_a,"Russia White Movement Estonia Estonia Latvia Flag of Lithuania (1918-1940).svg Lithuania Belarusian People's Republic Belarus Second Polish Republic Poland Kingdom of Romania Flag of Ukraine (1917–1921).svg Ukraine French Third Republic United Kingdom of Great Britain and Ireland German Empire Ober Ost Finnish, Danish, and Swedish volunteers",unknown,defeat,Soviet victory in Eastern Belorussia Start of the Polish Soviet War Soviet defeat in the Baltic states,victory,Retained page result begins with `soviet` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Soviet victory in Eastern Belorussia Start of the Polish Soviet War Soviet defeat in the Baltic states,full_population_auto
acmd_0ea0cccc3d66,Max von Boehn,https://en.wikipedia.org/wiki/Max_von_Boehn_(general),battle_2791272,Second Battle of the Aisne,Second Battle of the Aisne,side_b,German Empire,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_582e2bd89b50,Max von Gallwitz,https://en.wikipedia.org/wiki/Max_von_Gallwitz,battle_60921,Battle of the Somme,Battle of the Somme,side_b,German Empire,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_582e2bd89b50,Max von Gallwitz,https://en.wikipedia.org/wiki/Max_von_Gallwitz,battle_71409458,First Battle of Przasnysz,First Battle of Przasnysz,side_a,German Empire,unknown,defeat,Russian victory German plans to encircle Russians in Poland failОлейников 2016,victory,Retained page result begins with `russian` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Russian victory German plans to encircle Russians in Poland failОлейников 2016,full_population_auto
acmd_4ff8c7730586,"Maximilian Anton Karl, Count Baillet de Latour",https://en.wikipedia.org/wiki/Maximilian_Anton_Karl%2C_Count_Baillet_de_Latour,battle_35297793,Battle of Friedberg (Bavaria),Battle of Friedberg (Bavaria),side_b,Habsburg Monarchy Habsburg Austria,unknown,defeat,French victory,victory,Retained page result begins with `french` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=French victory,full_population_auto
acmd_4ff8c7730586,"Maximilian Anton Karl, Count Baillet de Latour",https://en.wikipedia.org/wiki/Maximilian_Anton_Karl%2C_Count_Baillet_de_Latour,battle_28737264,Battle of Sprimont,Battle of Sprimont,side_b,Habsburg Monarchy,unknown,defeat,French victory France completes annexation of Austrian Netherlands,victory,Retained page result begins with `french` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=French victory France completes annexation of Austrian Netherlands,full_population_auto
acmd_b11217dd158b,Mehmed II,https://en.wikipedia.org/wiki/Mehmed_II,battle_4016222,Siege of Krujë (1450),Siege of Krujë (1450),side_b,Ottoman Empire Ottoman Empire,unknown,defeat,Albanian victory,victory,Retained page result begins with `albanian` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Albanian victory,top200_full_audit_auto
acmd_b11217dd158b,Mehmed II,https://en.wikipedia.org/wiki/Mehmed_II,battle_73740118,Siege of Smederevo (1459),Siege of Smederevo (1459),side_a,Ottoman red flag.svg Ottoman Empire,unknown,victory,Ottoman victory Fall of Serbian Despotate,victory,Retained page result begins with `ottoman` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Ottoman victory Fall of Serbian Despotate,top200_full_audit_auto
acmd_b11217dd158b,Mehmed II,https://en.wikipedia.org/wiki/Mehmed_II,battle_48066312,Skanderbeg's rebellion,Skanderbeg's rebellion,side_b,20px Ottoman Empire 20px Republic of Venice (1447–48),unknown,victory,Ottoman victory Death of Skanderbeg End of Skanderbeg's rebellion,victory,Retained page result begins with `ottoman` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Ottoman victory Death of Skanderbeg End of Skanderbeg's rebellion,top200_full_audit_auto
acmd_eac2fdcc5ce0,Mehmed III,https://en.wikipedia.org/wiki/Mehmed_III,battle_3871399,Long Turkish War,Long Turkish War,side_b,"Ottoman Empire Ottoman Empire Crimean Khanate Crimean Khanate Nogais Nogai HordeVárkonyi R. 1985 ----- Flag of Hungary (15th century, rectangular).svg Hungarian Hajduk",unknown,indecisive,Inconclusive Peace of Zsitvatorok,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive Peace of Zsitvatorok,full_population_auto
acmd_a318dc1eb6ce,Michel Ney,https://en.wikipedia.org/wiki/Michel_Ney,battle_24916149,Battle of Pombal,Battle of Pombal,side_a,First French Empire,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,top200_full_audit_auto
acmd_a318dc1eb6ce,Michel Ney,https://en.wikipedia.org/wiki/Michel_Ney,battle_675526,Battle of Quatre Bras,Battle of Quatre Bras,side_a,First French Empire,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,top200_full_audit_auto
acmd_a318dc1eb6ce,Michel Ney,https://en.wikipedia.org/wiki/Michel_Ney,battle_4996408,Combat of the Côa,Combat of the Côa,side_a,First French Empire France,unknown,victory,French victorySuccessful completion of a tactical objective. Craufurd's strategic retreat.,unknown,Retained page result begins with `french` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=French victorySuccessful completion of a tactical objective. Craufurd's strategic retreat.,top200_full_audit_auto
acmd_dc8ad03ef21e,Michiel de Ruyter,https://en.wikipedia.org/wiki/Michiel_de_Ruyter,battle_2222019,Battle of Augusta,Battle of Augusta,side_a,United Provinces Spain Spain,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,top200_full_audit_auto
acmd_16dc8b595bbf,Miguel Grau,https://en.wikipedia.org/wiki/Miguel_Grau,battle_2715486,Battle of Abtao,Battle of Abtao,side_b,Peru Chile,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_d30f3a086cec,Mihail Savov,https://en.wikipedia.org/wiki/Mihail_Savov,battle_3042180,Battle of Kalimanci,Battle of Kalimanci,side_a,Kingdom of Bulgaria,unknown,victory,Bulgarian victory,victory,Retained page result begins with `bulgarian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Bulgarian victory,full_population_auto
acmd_06d3f4a9b7cc,Mihr-Mihroe,https://en.wikipedia.org/wiki/Mihr-Mihroe,battle_5196520,Iberian War,Iberian War,side_b,Sasanian Empire Lakhmids Sabirs,unknown,indecisive,InconclusiveNeusner 1970Greatrex Lieu 2002 Treaty of Eternal Peace Sasanians retained Iberia Byzantines retained Lazica,unknown,Retained page result is explicitly inconclusive.,page_result_raw=InconclusiveNeusner 1970Greatrex Lieu 2002 Treaty of Eternal Peace Sasanians retained Iberia Byzantines retained Lazica,full_population_auto
acmd_a34963a42575,Mikhail Dmitrievich Gorchakov,https://en.wikipedia.org/wiki/Mikhail_Dmitrievich_Gorchakov,battle_404204,November Uprising,November Uprising,side_b,Russian Empire Russian Empire Royal Standard of the Tsar of Poland (1815–1830).svg Congress Poland Royal Standard of the Tsar of Poland (1815–1830).svg Polish Loyalists,unknown,victory,Russian victory Polish autonomy decreased,victory,Retained page result begins with `russian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Russian victory Polish autonomy decreased,full_population_auto
acmd_8a95f06967d6,Mikhail Frunze,https://en.wikipedia.org/wiki/Mikhail_Frunze,battle_1647415,Allied intervention in the Russian Civil War,Allied intervention in the Russian Civil War,side_b,Bolsheviks:Soviet Russia Far Eastern Republic (1920–1922) Latvian Socialist Soviet Republic (1918–1920) Ukrainian SSR (1922–1925),unknown,victory,Bolshevik victory,victory,Retained page result begins with `bolshevik` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Bolshevik victory,full_population_auto
acmd_8a95f06967d6,Mikhail Frunze,https://en.wikipedia.org/wiki/Mikhail_Frunze,battle_81447178,Khiva operation (1919-1920),Khiva operation (1919-1920),side_a,Russian SFSR Young Khivans,unknown,victory,Soviet victory Fall of the Khanate of Khiva,victory,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet victory Fall of the Khanate of Khiva,full_population_auto
acmd_31dddb4667e4,Mikhail Tukhachevsky,https://en.wikipedia.org/wiki/Mikhail_Tukhachevsky,battle_1647415,Allied intervention in the Russian Civil War,Allied intervention in the Russian Civil War,side_b,Bolsheviks:Soviet Russia Far Eastern Republic (1920–1922) Latvian Socialist Soviet Republic (1918–1920) Ukrainian SSR (1922–1925),unknown,victory,Bolshevik victory,victory,Retained page result begins with `bolshevik` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Bolshevik victory,full_population_auto
acmd_4931ba4c414b,Mikołaj Potocki,https://en.wikipedia.org/wiki/Miko%C5%82aj_Potocki,battle_13782322,Battle of Bila Tserkva (1651),Battle of Bila Tserkva (1651),side_a,25pxPolish–Lithuanian Commonwealth,unknown,indecisive,Inconclusive Treaty of Bila Tserkva,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive Treaty of Bila Tserkva,full_population_auto
acmd_8488ec718605,Mizuno Katsushige,https://en.wikipedia.org/wiki/Mizuno_Katsushige,battle_13799795,Battle of Komaki and Nagakute,Battle of Komaki and Nagakute,side_b,Forces of Tokugawa Ieyasu and Oda Nobukatsu,unknown,indecisive,inconclusive Peace negotiations between Hideyoshi and Ieyasu.,unknown,Retained page result is explicitly inconclusive.,page_result_raw=inconclusive Peace negotiations between Hideyoshi and Ieyasu.,full_population_auto
acmd_565395523d87,Muammar Gaddafi,https://en.wikipedia.org/wiki/Muammar_Gaddafi,battle_375180,1989 air battle near Tobruk,1989 air battle near Tobruk,side_b,Libya Libya,unknown,defeat,U.S. victory Two Libyan MiG-23ML fighters shot down,victory,Retained page result begins with `u.s.` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=U.S. victory Two Libyan MiG-23ML fighters shot down,full_population_auto
acmd_565395523d87,Muammar Gaddafi,https://en.wikipedia.org/wiki/Muammar_Gaddafi,battle_6195150,Egyptian–Libyan War,Egyptian–Libyan War,side_b,Libya Libya,unknown,indecisive,Ceasefire,unknown,Retained page result is explicitly a ceasefire.,page_result_raw=Ceasefire,full_population_auto
acmd_549882a59b2f,Mullah Omar,https://en.wikipedia.org/wiki/Mullah_Omar,battle_22954466,Operation Rhino,Operation Rhino,side_b,Flag of Taliban.svg Islamic Emirate of Afghanistan Flag of Taliban.svg Taliban,unknown,defeat,U.S. victory,victory,Retained page result begins with `u.s.` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=U.S. victory,full_population_auto
acmd_6e0fdb72f365,Muqtada al-Sadr,https://en.wikipedia.org/wiki/Muqtada_al-Sadr,battle_7542968,Battle of Najaf (2004),Battle of Najaf (2004),side_b,Flag of the Mahdi Army.svg Mahdi Army Flag of Jihad.svg 1920 Revolution Brigades,unknown,indecisive,Ceasefire,unknown,Retained page result is explicitly a ceasefire.,page_result_raw=Ceasefire,full_population_auto
acmd_b35177a2a7fb,Murad II,https://en.wikipedia.org/wiki/Murad_II,battle_4016222,Siege of Krujë (1450),Siege of Krujë (1450),side_b,Ottoman Empire Ottoman Empire,unknown,defeat,Albanian victory,victory,Retained page result begins with `albanian` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Albanian victory,top200_full_audit_auto
acmd_b35177a2a7fb,Murad II,https://en.wikipedia.org/wiki/Murad_II,battle_11784376,Siege of Thessalonica (1422–1430),Siege of Thessalonica (1422–1430),side_a,Ottoman Empire Ottoman Empire,unknown,victory,Ottoman victory,victory,Retained page result begins with `ottoman` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Ottoman victory,top200_full_audit_auto
