analytic_commander_id,commander_name,best_supported_model,headline_rank,median_rank,rank_interval_80,rank_interval_90,rank_p10,rank_p90,rank_band_width_80,rank_band_width_90,confidence_category,stability_category,tier,strict_eligibility,broad_page_contribution_share,known_outcome_count,bootstrap_presence_rate,recommended_interpretation
acmd_481166d2fbbe,"Albert, King of Saxony",hierarchical_trust_v2,536,653.0,387-945,277-998,386.8,945.2,558.4,721.8,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,4,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_8e295f50b067,Hori Hidemasa,hierarchical_trust_v2,537,581.5,311-866,263-944,310.8,866.3,555.5,681.05,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_c945cb3a07c6,Jan Žižka,hierarchical_trust_v2,538,559.5,270-853,215-910,269.9,853.3,583.4,694.9,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_fedc284c61e7,"Wilhelm, German Crown Prince",hierarchical_trust_v2,539,620.5,421-896,374-926,420.8,896.2,475.4,552.1,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.139853,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_16316456e4d7,Albert I of Belgium,hierarchical_trust_v2,540,542.0,288-876,215-939,287.7,875.5,587.8,724.5,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.093575,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_06191c906f88,Yuan Shikai,hierarchical_trust_v2,541,578.5,313-930,238-1006,312.6,930.0,617.4,768.25,very_wide,model_sensitive,"Tier E, historically important but scoring-sensitive",ambiguous_requires_review,0.466477,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_38e7ba63ffe8,Bon-Adrien Jeannot de Moncey,hierarchical_trust_v2,542,577.5,280-876,222-942,280.5,875.8,595.3,719.7,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.032581,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f4a64b6b84d5,James II of England,hierarchical_trust_v2,543,611.5,365-838,309-922,364.8,838.2,473.4,612.7,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,3,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_ac6e7f97e5b4,Cristóbal de Mondragón,hierarchical_trust_v2,544,438.0,221-770,174-851,220.8,770.2,549.4,677.3,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,6,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_b5b938480ad5,Tomoyuki Yamashita,hierarchical_trust_v2,545,499.5,397-734,381-801,396.6,733.5,336.9,420.2,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.011279,11,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_d33007d3c9e7,Oleksandr Syrskyi,hierarchical_trust_v2,546,660.5,405-912,357-946,404.8,912.4,507.6,589.4,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_e1effb3a0e22,Pedro de Valdivia,hierarchical_trust_v2,547,601.0,332-893,253-952,331.9,893.2,561.3,699.1,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,3,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_d024de59c33e,Halil Kut,hierarchical_trust_v2,548,658.0,425-921,399-968,425.0,920.9,495.9,569.0,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.13683,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_d716337de812,Georg von Frundsberg,hierarchical_trust_v2,549,586.0,198-909,137-974,197.8,909.0,711.2,837.4,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,3,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_ad73ca384182,Emilio Aguinaldo,hierarchical_trust_v2,550,725.0,497-952,408-988,497.1,952.2,455.1,580.35,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,3,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_26f3817a1fb2,Samuel of Bulgaria,hierarchical_trust_v2,551,567.5,359-790,320-889,359.0,789.8,430.8,568.95,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_887a1f307ed3,Claude Lecourbe,hierarchical_trust_v2,552,582.0,300-842,246-927,299.8,841.6,541.8,680.9,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,6,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_ba5c9f3f5a3a,"Charles, Duke of Brittany",hierarchical_trust_v2,553,682.5,486-918,453-987,486.0,918.1,432.1,534.2,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_deb1cd2769c8,Henry II of Castile,hierarchical_trust_v2,554,661.0,401-924,325-978,400.6,924.3,523.7,653.05,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,3,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_d9bf9e696f5e,"Arthur III, Duke of Brittany",hierarchical_trust_v2,555,424.5,192-808,136-886,191.9,807.5,615.6,749.5,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_1476f350edde,Charles Martel,hierarchical_trust_v2,556,480.5,227-870,175-961,226.8,869.6,642.8,785.75,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_7307f03221fa,Ali Abdullah Saleh,hierarchical_trust_v2,557,718.0,459-925,413-976,458.8,925.4,466.6,562.85,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.051239,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_4a15c102ad5d,Antoine Charles Louis de Lasalle,hierarchical_trust_v2,558,456.5,208-815,146-864,207.7,815.2,607.5,718.3,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_cc495e50c08f,Đỗ Cao Trí,hierarchical_trust_v2,559,541.0,270-855,224-961,269.8,855.3,585.5,737.4,very_wide,model_sensitive,"Tier E, historically important but scoring-sensitive",eligible_operational_commander,1.0,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_6931be006e56,Abu Ibrahim al-Hashimi al-Qurashi,hierarchical_trust_v2,560,704.5,551-835,509-869,550.7,835.3,284.6,360.6,very_wide,model_sensitive,"Tier E, historically important but scoring-sensitive",eligible_field_commander,0.077751,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_bb06e7c534e2,Demetrius I Poliorcetes,hierarchical_trust_v2,561,644.5,446-885,413-935,446.0,885.0,439.0,522.4,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_d6cece94eee1,Pablo Morillo,hierarchical_trust_v2,562,576.0,266-956,221-1029,265.6,956.4,690.8,807.8,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,4,0.985,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_34cc8d93da67,Jacques Lauriston,hierarchical_trust_v2,563,529.0,227-880,171-983,227.0,880.5,653.5,811.8,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_da205fc370e8,Louis XIII,hierarchical_trust_v2,564,687.0,479-883,428-946,478.6,883.4,404.8,518.3,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_bef85bd3a67d,Raymond A. Spruance,hierarchical_trust_v2,565,442.0,187-850,141-923,187.2,850.4,663.2,782.8,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f763c8d64429,Hattori Hanzō,hierarchical_trust_v2,566,412.0,176-833,142-950,175.6,833.1,657.5,808.2,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,5,0.99,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_deced2de42b5,Wilhelm I,hierarchical_trust_v2,567,702.0,345-984,292-1023,344.6,983.6,639.0,731.2,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,3,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_224c25db1736,Otto von Below,hierarchical_trust_v2,568,609.0,477-774,462-846,476.9,773.9,297.0,384.05,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.118,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_bcd1bf2de68c,Zhang,hierarchical_trust_v2,569,511.5,258-826,205-907,257.8,825.5,567.7,702.45,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_958e5cbb216f,Svetozar Boroević,hierarchical_trust_v2,570,573.5,494-700,466-746,493.9,700.5,206.6,280.15,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,9,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_2846ae878988,Semyon Timoshenko,hierarchical_trust_v2,571,724.5,587-865,553-915,587.3,865.1,277.8,361.85,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.422962,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_83d579215414,Aleksei Brusilov,hierarchical_trust_v2,572,688.0,386-937,344-993,385.9,937.2,551.3,648.7,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.257284,3,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_edc56db992a5,Barthélemy Louis Joseph Schérer,hierarchical_trust_v2,573,465.0,274-802,226-896,274.0,802.2,528.2,669.5,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.027805,7,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_74e255a5a7fa,Nicolas Catinat,hierarchical_trust_v2,574,588.0,336-909,271-1012,335.8,909.0,573.2,741.4,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f98294198312,Hosokawa Tadaoki,hierarchical_trust_v2,575,455.0,206-848,161-894,206.4,848.0,641.6,733.3,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,5,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_adda9cf3672c,Ernst von Mansfeld,hierarchical_trust_v2,576,682.0,364-956,309-1004,363.6,956.0,592.4,695.2,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,4,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_b77a53b8c4df,Kōriki Kiyonaga,hierarchical_trust_v2,577,483.0,182-826,147-954,182.4,825.8,643.4,807.3,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,4,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_0ddf92d98a7a,Tang Enbo,hierarchical_trust_v2,578,637.0,406-944,375-987,406.1,943.8,537.7,612.45,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.376872,5,0.99,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_b3c81892eaf0,Ptolemy I Soter,hierarchical_trust_v2,579,589.0,264-895,239-961,263.8,895.2,631.4,722.2,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.076209,3,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_275dea8aea94,Louis XV,hierarchical_trust_v2,580,575.0,307-872,273-961,306.7,872.2,565.5,688.3,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,4,0.99,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_bfaf5b38f249,Xue Rengui,hierarchical_trust_v2,581,476.0,274-814,231-906,273.7,814.4,540.7,675.5,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.136608,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_baa18db857c3,Ivan Bohun,hierarchical_trust_v2,582,570.0,345-858,284-905,344.7,858.1,513.4,621.4,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_5c6db4353382,Selim I Giray,hierarchical_trust_v2,583,664.0,357-909,300-997,357.0,909.4,552.4,697.2,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,4,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_07f92410e459,Shahrbaraz,hierarchical_trust_v2,584,416.5,277-673,260-768,276.8,673.4,396.6,508.5,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,9,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_0fe267c81802,John of Gaunt,hierarchical_trust_v2,585,697.0,371-992,299-1037,370.8,992.0,621.2,737.7,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.195267,4,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_60807c1bc324,Ludwig von Benedek,hierarchical_trust_v2,586,731.0,390-979,331-1053,390.0,979.4,589.4,722.8,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,3,0.985,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_84da4630153d,August von Mackensen,hierarchical_trust_v2,587,679.0,546-834,493-883,545.8,834.5,288.7,390.5,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_e05038b5b56b,Grand Duke Konstantin Pavlovich of Russia,hierarchical_trust_v2,588,437.5,251-792,215-908,250.8,791.7,540.9,693.65,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_281dae5c3ec1,Joseph François Dupleix,hierarchical_trust_v2,589,670.5,325-993,267-1021,325.0,993.0,668.0,754.7,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.006959,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_803116987d56,Hoàng Cầm,hierarchical_trust_v2,590,662.0,378-963,321-1001,377.5,962.7,585.2,680.05,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_00943b46b5e7,Abraham Duquesne,hierarchical_trust_v2,591,629.5,366-934,332-990,366.1,934.5,568.4,657.5,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.222258,5,0.99,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_84c54e0ffb4a,Ferrante Gonzaga,hierarchical_trust_v2,592,644.0,356-973,310-1004,356.0,973.1,617.1,694.35,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_2ae9aa2b8157,Cristóvão da Gama,hierarchical_trust_v2,593,593.0,296-896,236-970,295.9,896.3,600.4,734.15,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_ba212b09b6ad,Occhiali,hierarchical_trust_v2,594,591.0,272-965,218-1016,272.0,964.8,692.8,797.8,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.061852,5,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_3b5bf8617a1a,Federico Gravina,hierarchical_trust_v2,595,562.0,280-902,246-969,279.6,902.4,622.8,723.4,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.217862,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_2082d8558a5e,Kuroda Nagamasa,hierarchical_trust_v2,596,468.5,218-865,160-943,217.8,865.1,647.3,782.9,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_92eb8ef70ed0,Harukichi Hyakutake,hierarchical_trust_v2,597,596.0,499-777,483-824,499.0,777.2,278.2,340.9,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.079462,11,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f4a6bb7ad198,Stephen Decatur,hierarchical_trust_v2,598,610.0,291-915,260-992,290.8,915.1,624.3,732.6,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.110117,3,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_e414005c045d,Paul Grenier,hierarchical_trust_v2,599,539.5,204-942,166-1044,203.9,942.5,738.6,878.15,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_08fac78eeb32,François Séverin Marceau,hierarchical_trust_v2,600,587.0,306-957,235-1003,305.6,957.0,651.4,768.4,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.061335,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_cc05fe0d4f18,"Nizam Ali Khan, Asaf Jah II",hierarchical_trust_v2,601,669.5,389-923,297-989,389.4,922.7,533.3,692.15,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.058499,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f82474e58fa8,Constantine V,hierarchical_trust_v2,602,447.0,209-875,154-962,208.6,874.6,666.0,808.3,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_1f9499464e2e,Paul von Plehwe,hierarchical_trust_v2,603,699.0,440-964,374-993,439.9,964.3,524.4,619.55,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.149535,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_497b09d833aa,Tadeusz Kościuszko,hierarchical_trust_v2,604,624.0,399-879,351-917,398.9,879.4,480.5,566.15,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_ab48ee2ee7fb,Peter Ernst I von Mansfeld-Vorderort,hierarchical_trust_v2,605,492.5,208-858,151-960,207.8,857.6,649.8,809.45,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_4683a5b133b1,Shavendra Silva,hierarchical_trust_v2,606,566.0,285-898,242-974,285.4,898.0,612.6,732.4,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,4,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_325923f428be,James Wilkinson,hierarchical_trust_v2,607,534.0,286-866,221-959,285.8,865.5,579.7,738.3,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.044372,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_561f94dd5b60,Yi Sun-sin,hierarchical_trust_v2,608,514.5,237-876,180-973,236.9,875.8,638.9,793.3,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f24c208b6b23,Johann Maria Philipp Frimont,hierarchical_trust_v2,609,651.0,287-955,214-1020,286.7,955.3,668.6,805.85,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,3,0.99,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_72da00506476,Kaloyan of Bulgaria,hierarchical_trust_v2,610,520.0,230-853,201-872,230.2,852.8,622.6,671.5,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_d2d76819b2bb,Aleksey Kuropatkin,hierarchical_trust_v2,611,668.0,330-990,286-1021,329.8,989.6,659.8,735.15,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.075808,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_61240df66373,Leonid Govorov,hierarchical_trust_v2,612,692.5,483-920,431-948,483.2,920.1,436.9,517.15,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.283317,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_5848bc7bb879,"Frederick III, German Emperor",hierarchical_trust_v2,613,626.5,317-1006,245-1047,317.0,1006.3,689.3,802.15,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,3,0.99,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_9ff2a49c101f,Gonzalo Fernández de Córdoba,hierarchical_trust_v2,614,543.0,248-882,209-945,247.9,882.3,634.4,736.6,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_fc455492b631,Michael Jones,hierarchical_trust_v2,615,628.0,295-933,221-1005,294.8,933.4,638.6,784.25,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,3,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_93904db123cd,Chagatai Khan,hierarchical_trust_v2,616,549.0,316-848,265-877,315.8,848.2,532.4,612.4,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.053731,5,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_b4d742962b67,Harry Crerar,hierarchical_trust_v2,617,492.0,226-934,187-1005,225.6,933.8,708.2,817.8,very_wide,model_sensitive,Unclassified,ambiguous_requires_review,0.675632,4,0.985,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_368a0286d15d,Charles Emmanuel III,hierarchical_trust_v2,618,626.0,380-864,332-921,379.5,864.5,485.0,588.7,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_e71224c7b194,Abu Ayyub al-Masri,hierarchical_trust_v2,619,680.0,521-875,476-918,520.9,875.3,354.4,442.3,very_wide,model_sensitive,"Tier E, historically important but scoring-sensitive",eligible_field_commander,0.097746,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_779f0941e171,Alexandros Papagos,hierarchical_trust_v2,620,713.5,380-1026,307-1058,380.2,1025.6,645.4,751.15,very_wide,model_sensitive,"Tier E, historically important but scoring-sensitive",ambiguous_requires_review,0.55789,3,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_27ceeb8cfdb9,"Charles Louis Auguste Fouquet, duc de Belle-Isle",hierarchical_trust_v2,621,588.0,257-932,192-958,257.2,931.8,674.6,766.4,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,3,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f926ccaefc32,Scipio Aemilianus,hierarchical_trust_v2,622,534.5,262-869,217-959,262.4,869.4,607.0,742.4,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.070251,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_9d95d9a75090,Shuja-ud-Daula,hierarchical_trust_v2,623,589.0,314-935,268-978,313.5,935.1,621.6,710.3,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.153242,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_46e665383a2d,Johannes Blaskowitz,hierarchical_trust_v2,624,664.0,412-944,355-1006,412.4,944.0,531.6,650.6,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.375243,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_31cab2672904,José Solchaga,hierarchical_trust_v2,625,627.0,331-941,279-977,330.8,940.8,610.0,697.6,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.126832,4,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_85bb31d2857d,"Noël Édouard, vicomte de Curières de Castelnau",hierarchical_trust_v2,626,538.5,305-874,270-963,304.8,874.1,569.3,692.8,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.08801,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_3b6bc5ac7208,George Armstrong Custer,hierarchical_trust_v2,627,626.0,397-914,358-971,396.8,913.9,517.1,612.75,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_95ce3fe4d2e0,Mu'awiya ibn Abi Sufyan,hierarchical_trust_v2,628,469.0,194-861,134-986,194.4,861.4,667.0,852.8,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,4,0.985,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_aad8438406d5,Francisco Pizarro,hierarchical_trust_v2,629,456.0,273-781,214-872,272.8,781.3,508.5,658.1,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_e85edf5775d1,Pedro Navarro,hierarchical_trust_v2,630,668.0,426-897,321-934,426.4,896.6,470.2,612.7,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,3,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_ca91d14a6d69,Željko Ražnatović,hierarchical_trust_v2,631,660.0,394-945,367-998,394.5,945.2,550.7,630.95,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_8ee6b65ecb0e,Prospero Colonna,hierarchical_trust_v2,632,495.0,169-807,126-902,168.8,807.2,638.4,776.6,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,5,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_45f8b1875958,Al-Harith ibn Jabalah,hierarchical_trust_v2,633,576.0,277-910,214-954,276.8,910.1,633.3,739.75,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
