analytic_commander_id,commander_name,best_supported_model,headline_rank,median_rank,rank_interval_80,rank_interval_90,rank_p10,rank_p90,rank_band_width_80,rank_band_width_90,confidence_category,stability_category,tier,strict_eligibility,broad_page_contribution_share,known_outcome_count,bootstrap_presence_rate,recommended_interpretation
acmd_b77a53b8c4df,Kōriki Kiyonaga,hierarchical_trust_v2,577,525.0,230-801,167-845,230.0,801.2,571.2,678.7,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,4,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_0ddf92d98a7a,Tang Enbo,hierarchical_trust_v2,578,556.5,317-836,278-943,317.1,835.5,518.4,665.05,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.376872,5,0.99,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_b3c81892eaf0,Ptolemy I Soter,hierarchical_trust_v2,579,510.0,255-831,208-858,254.8,831.2,576.4,650.4,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.076209,3,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_275dea8aea94,Louis XV,hierarchical_trust_v2,580,594.0,285-874,247-901,285.1,874.3,589.2,654.5,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,4,0.99,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_bfaf5b38f249,Xue Rengui,hierarchical_trust_v2,581,545.0,310-837,267-912,309.8,836.8,527.0,645.4,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.136608,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_baa18db857c3,Ivan Bohun,hierarchical_trust_v2,582,581.5,341-823,297-883,340.9,823.1,482.2,586.7,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_5c6db4353382,Selim I Giray,hierarchical_trust_v2,583,572.0,327-835,263-921,327.0,835.2,508.2,657.7,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,4,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_07f92410e459,Shahrbaraz,hierarchical_trust_v2,584,580.5,399-846,366-897,398.8,846.1,447.3,531.3,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,9,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_0fe267c81802,John of Gaunt,hierarchical_trust_v2,585,583.0,291-963,228-997,290.6,963.4,672.8,769.4,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.195267,4,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_60807c1bc324,Ludwig von Benedek,hierarchical_trust_v2,586,645.0,326-875,261-937,326.0,874.8,548.8,676.4,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,3,0.985,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_84da4630153d,August von Mackensen,hierarchical_trust_v2,587,551.5,417-726,383-804,416.8,726.2,309.4,420.95,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_e05038b5b56b,Grand Duke Konstantin Pavlovich of Russia,hierarchical_trust_v2,588,585.5,365-866,320-918,364.8,866.1,501.3,598.35,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_281dae5c3ec1,Joseph François Dupleix,hierarchical_trust_v2,589,639.5,328-943,262-999,328.5,942.6,614.1,736.85,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.006959,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_803116987d56,Hoàng Cầm,hierarchical_trust_v2,590,551.0,314-823,252-870,313.5,823.1,509.6,617.95,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_00943b46b5e7,Abraham Duquesne,hierarchical_trust_v2,591,603.0,306-874,275-945,306.4,874.3,567.9,670.0,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.222258,5,0.99,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_84c54e0ffb4a,Ferrante Gonzaga,hierarchical_trust_v2,592,579.0,316-854,282-894,316.5,854.4,537.9,612.35,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_2ae9aa2b8157,Cristóvão da Gama,hierarchical_trust_v2,593,629.0,306-909,240-1003,305.8,909.3,603.5,762.6,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_ba212b09b6ad,Occhiali,hierarchical_trust_v2,594,636.0,301-970,224-988,301.0,969.8,668.8,764.3,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.061852,5,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_3b5bf8617a1a,Federico Gravina,hierarchical_trust_v2,595,554.0,271-836,222-904,270.8,836.2,565.4,682.2,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.217862,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_2082d8558a5e,Kuroda Nagamasa,hierarchical_trust_v2,596,580.5,300-878,226-940,300.0,878.3,578.3,714.25,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_92eb8ef70ed0,Harukichi Hyakutake,hierarchical_trust_v2,597,607.0,535-832,509-881,534.8,832.0,297.2,372.2,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.079462,11,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f4a6bb7ad198,Stephen Decatur,hierarchical_trust_v2,598,520.0,259-833,220-907,258.6,832.7,574.1,686.75,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.110117,3,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_e414005c045d,Paul Grenier,hierarchical_trust_v2,599,610.0,278-888,227-995,277.7,888.3,610.6,768.05,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_08fac78eeb32,François Séverin Marceau,hierarchical_trust_v2,600,557.0,273-951,212-992,272.7,951.3,678.6,779.15,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.061335,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_cc05fe0d4f18,"Nizam Ali Khan, Asaf Jah II",hierarchical_trust_v2,601,536.0,313-809,244-844,313.4,809.1,495.7,599.5,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.058499,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f82474e58fa8,Constantine V,hierarchical_trust_v2,602,518.0,249-809,190-890,249.0,809.0,560.0,700.8,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_1f9499464e2e,Paul von Plehwe,hierarchical_trust_v2,603,673.5,376-919,335-988,376.0,919.0,543.0,653.3,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.149535,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_497b09d833aa,Tadeusz Kościuszko,hierarchical_trust_v2,604,610.5,410-867,359-925,410.3,867.1,456.8,566.5,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_ab48ee2ee7fb,Peter Ernst I von Mansfeld-Vorderort,hierarchical_trust_v2,605,576.5,308-876,224-918,307.6,876.2,568.6,694.45,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_4683a5b133b1,Shavendra Silva,hierarchical_trust_v2,606,587.0,302-877,248-924,301.8,877.4,575.6,676.4,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,4,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_325923f428be,James Wilkinson,hierarchical_trust_v2,607,551.5,260-853,191-920,260.4,853.2,592.8,729.1,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.044372,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_561f94dd5b60,Yi Sun-sin,hierarchical_trust_v2,608,510.0,225-848,196-956,224.7,847.7,623.0,760.35,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f24c208b6b23,Johann Maria Philipp Frimont,hierarchical_trust_v2,609,559.0,251-862,179-934,251.4,861.5,610.1,754.45,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,3,0.99,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_72da00506476,Kaloyan of Bulgaria,hierarchical_trust_v2,610,600.0,255-885,236-900,255.0,885.0,630.0,664.3,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_d2d76819b2bb,Aleksey Kuropatkin,hierarchical_trust_v2,611,615.0,322-903,279-924,322.3,903.0,580.7,645.35,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.075808,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_61240df66373,Leonid Govorov,hierarchical_trust_v2,612,613.0,436-842,384-916,436.0,842.5,406.5,532.25,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.283317,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_5848bc7bb879,"Frederick III, German Emperor",hierarchical_trust_v2,613,593.5,295-955,200-977,294.7,954.6,659.9,777.95,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,3,0.99,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_9ff2a49c101f,Gonzalo Fernández de Córdoba,hierarchical_trust_v2,614,567.0,261-894,233-943,260.8,894.1,633.3,710.6,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_fc455492b631,Michael Jones,hierarchical_trust_v2,615,636.5,336-937,203-984,335.6,937.4,601.8,781.7,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,3,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_93904db123cd,Chagatai Khan,hierarchical_trust_v2,616,607.0,342-896,280-914,342.0,896.2,554.2,634.6,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.053731,5,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_b4d742962b67,Harry Crerar,hierarchical_trust_v2,617,554.0,302-906,261-954,302.0,906.4,604.4,692.6,very_wide,model_sensitive,Unclassified,ambiguous_requires_review,0.675632,4,0.985,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_368a0286d15d,Charles Emmanuel III,hierarchical_trust_v2,618,571.0,326-842,284-914,325.8,842.1,516.3,629.8,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_e71224c7b194,Abu Ayyub al-Masri,hierarchical_trust_v2,619,636.5,486-827,463-868,485.9,827.1,341.2,405.85,very_wide,model_sensitive,"Tier E, historically important but scoring-sensitive",eligible_field_commander,0.097746,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_779f0941e171,Alexandros Papagos,hierarchical_trust_v2,620,570.0,299-957,279-1008,298.8,956.8,658.0,729.4,very_wide,model_sensitive,"Tier E, historically important but scoring-sensitive",ambiguous_requires_review,0.55789,3,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_27ceeb8cfdb9,"Charles Louis Auguste Fouquet, duc de Belle-Isle",hierarchical_trust_v2,621,562.0,274-825,196-896,274.4,824.8,550.4,699.7,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,3,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f926ccaefc32,Scipio Aemilianus,hierarchical_trust_v2,622,592.0,302-893,240-951,301.9,893.2,591.3,711.25,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.070251,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_9d95d9a75090,Shuja-ud-Daula,hierarchical_trust_v2,623,565.5,342-887,251-928,342.4,887.2,544.8,676.85,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.153242,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_46e665383a2d,Johannes Blaskowitz,hierarchical_trust_v2,624,651.5,412-911,318-996,411.9,910.6,498.7,677.7,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.375243,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_31cab2672904,José Solchaga,hierarchical_trust_v2,625,556.0,254-830,180-922,253.8,830.0,576.2,742.2,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.126832,4,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_85bb31d2857d,"Noël Édouard, vicomte de Curières de Castelnau",hierarchical_trust_v2,626,619.0,331-896,296-949,330.6,896.0,565.4,653.9,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.08801,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_3b6bc5ac7208,George Armstrong Custer,hierarchical_trust_v2,627,662.5,446-898,410-971,446.3,897.5,451.2,561.2,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_95ce3fe4d2e0,Mu'awiya ibn Abi Sufyan,hierarchical_trust_v2,628,558.0,247-836,179-881,246.8,835.6,588.8,701.6,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,4,0.985,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_aad8438406d5,Francisco Pizarro,hierarchical_trust_v2,629,558.5,337-786,263-854,337.3,786.4,449.1,591.05,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_e85edf5775d1,Pedro Navarro,hierarchical_trust_v2,630,592.0,354-842,266-882,354.2,841.6,487.4,615.8,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,3,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_ca91d14a6d69,Željko Ražnatović,hierarchical_trust_v2,631,611.5,317-914,276-967,316.7,914.1,597.4,691.25,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_8ee6b65ecb0e,Prospero Colonna,hierarchical_trust_v2,632,584.0,245-851,197-912,245.2,851.0,605.8,715.7,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,5,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_45f8b1875958,Al-Harith ibn Jabalah,hierarchical_trust_v2,633,556.0,283-878,209-926,282.9,878.1,595.2,716.7,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_babd2d4feffc,Piet Joubert,hierarchical_trust_v2,634,564.5,272-842,244-918,272.5,841.9,569.4,674.45,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.453258,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_6e0857de9b41,Toghtekin,hierarchical_trust_v2,635,618.5,370-839,332-901,369.8,839.1,469.3,569.5,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_11ca51b51e37,Banda Singh Bahadur,hierarchical_trust_v2,636,665.0,408-934,364-972,407.9,934.1,526.2,607.4,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_bf9d451eec6a,Alexander II of Russia,hierarchical_trust_v2,637,640.0,320-924,244-956,319.8,924.0,604.2,711.8,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.117332,3,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_e54f01d432b4,Honda Shigetsugu,hierarchical_trust_v2,638,554.5,228-828,187-865,228.5,828.0,599.5,677.4,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,4,0.99,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_30b4f724ca3c,Johan August Sandels,hierarchical_trust_v2,639,583.0,281-845,242-894,281.4,845.4,564.0,652.3,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.032302,5,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_65fd66464509,Charles de Lambert,hierarchical_trust_v2,640,608.0,320-902,294-931,320.4,901.6,581.2,637.4,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_bed603e04141,Takeo Takagi,hierarchical_trust_v2,641,620.0,289-923,226-989,289.0,923.0,634.0,763.4,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,4,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_1b257efef111,Carl Johan Adlercreutz,hierarchical_trust_v2,642,679.0,316-943,224-1017,315.6,943.3,627.7,793.1,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.027269,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f5f58fae036d,George Alan Vasey,hierarchical_trust_v2,643,635.5,338-915,284-981,338.5,915.0,576.5,697.6,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_8bba9234966d,Sakuma Nobumori,hierarchical_trust_v2,644,612.5,454-861,397-903,453.5,861.3,407.8,506.3,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_b7820d1c3d5d,Bernardo de Gálvez,hierarchical_trust_v2,645,568.5,306-912,250-974,305.5,911.9,606.4,723.8,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.066737,4,0.99,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_6fec6315e645,Alexander Ivanovich Ostermann-Tolstoy,hierarchical_trust_v2,646,640.0,331-924,259-978,331.2,924.0,592.8,719.6,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,6,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_da9e0de61de6,Charles de Bonchamps,hierarchical_trust_v2,647,589.0,330-916,287-965,329.9,915.5,585.6,678.5,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.067684,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_31f356676b93,Hatazō Adachi,hierarchical_trust_v2,648,686.0,559-924,542-965,559.4,924.1,364.7,423.25,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.028382,11,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_6a405c61409d,Douglas H. Cooper,hierarchical_trust_v2,649,675.0,411-900,324-970,411.4,899.7,488.3,646.35,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_a7d47de01e6e,Domenico Pino,hierarchical_trust_v2,650,604.5,298-868,228-897,297.8,868.2,570.4,668.9,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,4,0.99,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_4394dbcec582,Wakisaka Yasuharu,hierarchical_trust_v2,651,641.0,535-878,492-932,535.0,878.2,343.2,439.75,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_477e01b9d349,Alfonso Ferrero La Marmora,hierarchical_trust_v2,652,633.0,316-920,245-950,316.2,920.2,604.0,705.3,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.074403,4,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_3ee09364f977,György Klapka,hierarchical_trust_v2,653,650.0,412-950,355-1016,412.0,950.3,538.3,660.6,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f75a4bd7f76d,Yashwantrao Holkar,hierarchical_trust_v2,654,672.0,372-933,300-990,371.6,933.1,561.5,689.75,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.03456,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_1f69ae3115fc,Joaquín Blake,hierarchical_trust_v2,655,643.5,522-820,490-854,521.7,820.4,298.7,364.05,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,11,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_157403ca1692,John Sullivan,hierarchical_trust_v2,656,686.0,435-952,364-999,434.9,951.7,516.8,635.0,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_b0f9189c5694,Sergey Kamenev,hierarchical_trust_v2,657,650.5,355-971,289-994,355.2,971.2,616.0,705.7,very_wide,model_sensitive,"Tier E, historically important but scoring-sensitive",eligible_field_commander,0.148699,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_9eebcf4a735d,"Prince William, Duke of Cumberland",hierarchical_trust_v2,658,633.0,378-874,317-940,377.9,874.0,496.1,622.4,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_20ca8dc9074d,Taira no Shigehira,hierarchical_trust_v2,659,603.5,336-890,259-941,336.1,890.1,554.0,682.35,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_59bffde0b3a0,Jonas Savimbi,hierarchical_trust_v2,660,627.0,443-820,406-882,442.8,820.0,377.2,476.3,very_wide,model_sensitive,"Tier E, historically important but scoring-sensitive",ambiguous_requires_review,1.0,3,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_359837fa6423,Giorgio Basta,hierarchical_trust_v2,661,641.0,301-922,253-956,301.0,922.2,621.2,703.5,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,4,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_d27ad34a2b9a,Tachibana Muneshige,hierarchical_trust_v2,662,605.0,364-898,270-936,363.9,897.6,533.7,666.25,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_fbe5b221cce5,George Rooke,hierarchical_trust_v2,663,680.0,381-919,329-955,380.9,919.1,538.2,626.25,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_37b5d652182d,Krum,hierarchical_trust_v2,664,612.5,411-861,311-878,410.9,861.0,450.1,566.8,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_b44ec7ea5854,Mikhail Skobelev,hierarchical_trust_v2,665,628.0,324-890,267-971,323.6,890.2,566.6,704.5,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,4,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_6329ff2e832b,Kilij Arslan I,hierarchical_trust_v2,666,662.0,370-944,287-966,370.3,944.1,573.8,679.2,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_bdc7904f773c,Louis Marie de Lescure,hierarchical_trust_v2,667,611.0,341-935,293-969,341.0,935.1,594.1,676.65,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.067684,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_34d04d990889,Manuel Bulnes,hierarchical_trust_v2,668,644.5,330-883,269-912,330.3,882.6,552.3,642.75,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,3,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f416e30656c5,"Albrecht, Duke of Württemberg",hierarchical_trust_v2,669,673.0,398-914,345-958,397.7,914.1,516.4,613.4,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.31176,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_506cc183b9ef,Prokop the Great,hierarchical_trust_v2,670,646.0,300-916,232-934,299.8,916.4,616.6,701.9,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,3,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_fc26f23aba57,Georg von der Marwitz,hierarchical_trust_v2,671,656.5,489-865,433-918,488.9,864.9,376.0,484.6,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_aa63e43be0bc,Traugott Herr,hierarchical_trust_v2,672,692.5,493-936,442-992,492.9,936.1,443.2,549.6,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.214601,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_cd7467205fe0,Pedro de Zubiaur,hierarchical_trust_v2,673,640.5,372-915,322-951,371.6,915.3,543.7,629.3,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_9b76298bbb2c,"John, King of England",hierarchical_trust_v2,674,662.0,351-871,308-933,351.0,871.4,520.4,624.2,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.059273,5,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_d6079996616b,Nikolay Raevsky,hierarchical_trust_v2,675,679.5,467-943,436-1008,467.0,943.1,476.1,572.65,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.039473,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
